Date,GRADE,GPS,ALB,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1994-02-22,,,4.355813026428223,,,,,,
1994-02-23,,,4.168062686920166,,,,,,
1994-02-24,,,4.092961311340332,,,,,,
1994-02-25,,,3.867661714553833,,,,,,
1994-02-28,,,3.9803099632263184,4.092961740493775,,,,,
1994-03-01,,,3.942762613296509,4.010351657867432,,,,,
1994-03-02,,,3.942762613296509,3.9652916431427,,,,,
1994-03-03,,,3.905210256576538,3.9277414321899413,,,,,
1994-03-04,,,4.055413246154785,3.965291738510132,,,,,
1994-03-07,,,4.055413246154785,3.980312395095825,4.0366370677948,,,,
1994-03-08,,,4.092961311340332,4.01035213470459,4.010351896286011,,,,
1994-03-09,,,4.130509853363037,4.047901582717896,4.006596612930298,,,,
1994-03-10,,,4.130509853363037,4.0929615020751955,4.010351467132568,,,,
1994-03-11,,,4.318264484405518,4.145531749725341,4.055411744117737,,,,
1994-03-14,,,4.543564319610596,4.243161964416504,4.111737179756164,,,,
1994-03-15,,,4.4684648513793945,4.318262672424316,4.164307403564453,,,,
1994-03-16,,,4.4684648513793945,4.385853672027588,4.2168776273727415,,,,
1994-03-17,,,4.558887958526611,4.471529293060303,4.282245397567749,,,,
1994-03-18,,,4.596567630767822,4.527189922332764,4.336360836029053,,,,
1994-03-21,,,4.634241580963135,4.545325374603271,4.394243669509888,4.215440368652343,,,
1994-03-22,,,4.709594249725342,4.593551254272461,4.455906963348388,4.2331294298171995,,,
1994-03-23,,,4.7472734451293945,4.649312973022461,4.517583322525025,4.262089967727661,,,
1994-03-24,,,4.671921253204346,4.671919631958008,4.571724462509155,4.291037964820862,,,
1994-03-25,,,4.634241580963135,4.67945442199707,4.603322172164917,4.3293669581413265,,,
1994-03-28,,,4.596567630767822,4.671919631958008,4.60862250328064,4.360179841518402,,,
1994-03-29,,,4.521210193634033,4.634242820739746,4.613897037506104,4.389102220535278,,,
