Date,GRADE,GPS,ROP,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2022-07-05,38.931466035557044,C,395.7402648925781,392.4252685546875,390.9136169433594,386.11455688476565,413.4085076904297,432.2931393432617,445.5310417175293
2022-07-06,40.42212853956803,C,398.854248046875,394.6326416015625,393.02342834472654,385.45875091552733,412.03008361816404,431.9022027587891,445.289485168457
2022-07-07,41.626321259156434,C,397.1369323730469,396.2797607421875,393.88344421386716,385.29996185302736,410.4458477783203,431.5611135864258,445.08552734375
2022-07-08,41.958689522468006,C,396.7717590332031,396.66737670898436,393.3835113525391,385.8885986328125,409.1197833251953,431.1953121948242,444.87262710571287
2022-07-11,41.74960687763202,C,392.14300537109375,396.1292419433594,393.3016784667969,386.5148208618164,407.9108447265625,430.78322326660157,444.6468408203125
2022-07-12,41.098491036878045,C,385.83642578125,394.1484741210937,393.2868713378906,387.0508834838867,406.73640075683596,430.31909027099607,444.37982574462893
2022-07-13,38.80257077467591,B,380.0134582519531,390.38031616210935,392.50647888183596,387.11595916748047,405.18415893554686,429.8955368041992,444.0496887207031
2022-07-14,37.6383723333591,B,383.0730285644531,387.5675354003906,391.92364807128905,387.92625427246094,404.1048236083984,429.35603881835937,443.73715911865236
2022-07-15,37.4748466948953,B,389.9915161132813,386.2114868164063,391.43943176269534,388.96324005126957,403.2466345214844,428.84281677246094,443.4678713989258
2022-07-18,37.20105448589072,B,386.7247009277344,385.12782592773436,390.6285339355469,389.8368850708008,402.4488494873047,428.2988949584961,443.179055480957
2022-07-19,39.20673825024697,B,398.8542785644531,387.731396484375,390.9399353027344,390.9267761230469,401.93957885742185,427.8955584716797,442.9512309265137
2022-07-20,43.068257329460785,C,403.0487976074219,392.3384643554688,391.35939025878906,392.19140930175786,401.5382427978516,427.50641387939453,442.72339508056643
2022-07-21,46.30506774496567,C,407.3420104980469,397.1922607421875,392.37989807128906,393.13167114257817,401.23321655273435,427.1520327758789,442.48581970214843
2022-07-22,47.8425485126755,C,405.55560302734375,400.305078125,393.25828247070314,393.32089691162116,400.863095703125,426.733828125,442.21818084716796
2022-07-25,50.46056464226191,C,407.9835205078125,404.5568420410156,394.842333984375,394.072006225586,400.5507958984375,426.4325112915039,441.95560485839843
2022-07-26,50.79155592724286,C,405.8714294433594,405.96027221679685,396.84583435058596,395.06635284423834,400.1390997314453,426.17542144775393,441.65494873046873
2022-07-27,51.6713384771347,C,412.8294067382813,407.91639404296876,400.12742919921874,396.3169540405274,400.2859637451172,425.9410650634766,441.38510162353515
2022-07-28,54.39094137852996,C,430.0022888183594,412.4484497070313,404.8203552246094,398.3720016479493,400.74278076171873,425.9463442993164,441.17015914916993
2022-07-29,57.82821569234152,C,430.969482421875,417.5312255859375,408.91815185546875,400.1787918090821,401.1345880126953,426.00144927978516,440.9307632446289
2022-08-01,59.62221794838112,C,426.745361328125,421.28359375,412.9202178955078,401.77437591552734,401.3147918701172,425.9868551635742,440.6667083740234
2022-08-02,60.55672466644828,C,420.7348327636719,424.2562744140625,415.1082733154297,403.024104309082,401.3144769287109,425.80685150146485,440.3706349182129
2022-08-03,60.30481105674445,C,424.1990356445313,426.5302001953125,417.2232971191406,404.29134368896484,401.4076879882812,425.58610290527344,440.1269218444824
2022-08-04,57.03508748160066,C,425.2254333496094,425.5748291015625,419.0116394042969,405.69576873779295,401.3878015136719,425.2917687988281,439.8619508361816
2022-08-05,53.878785282933165,C,426.281494140625,424.6372314453125,421.084228515625,407.17125549316404,401.1651452636719,424.94343536376954,439.59582229614256
2022-08-08,51.71422956794252,C,425.3833923339844,424.3648376464844,422.8242156982422,408.8332748413086,400.9245269775391,424.64389068603515,439.36785934448244
2022-08-09,51.05485637908177,C,423.2318115234375,424.8642333984375,424.56025390625,410.70304412841796,400.6692590332031,424.3111181640625,439.13007247924804
2022-08-10,51.701923165378936,C,432.9532165527344,426.6150695800781,426.5726348876953,413.350032043457,400.83723693847656,424.0936688232422,438.94339889526367
2022-08-11,51.71418840191391,C,428.0382385253906,427.17763061523436,426.37622985839846,415.5982925415039,400.6978057861328,423.83267883300783,438.68713531494143
2022-08-12,52.48059298421131,C,433.3677062988281,428.594873046875,426.6160522460938,417.76710205078126,400.84983215332034,423.58158294677736,438.4739822387695
2022-08-15,53.22644194017119,C,433.6737060546875,430.2529357910156,427.30888671875,420.1145523071289,401.14298156738283,423.27056060791017,438.2417189025879
2022-08-16,53.30263045948946,C,430.6339111328125,431.7333557128906,428.2987945556641,421.7035339355469,401.3152233886719,422.8861334228516,437.989931640625
2022-08-17,51.33525468803996,C,428.3342895507813,430.8095703125,428.7123199462891,422.96780853271486,401.6425018310547,422.46207733154296,437.7436993408203
2022-08-18,51.376455531481305,C,428.0875854492188,430.81943969726564,428.99853515625,424.0050872802734,402.1979992675781,422.0954895019531,437.5285205078125
2022-08-19,50.56117306631871,C,427.6632080078125,429.6785400390625,429.13670654296874,425.1104675292969,403.05128295898436,421.67820526123046,437.2699884033203
2022-08-22,47.99109839010527,C,416.6192626953125,426.2676513671875,428.2602935791016,425.54225463867186,403.79129699707033,421.1019000244141,436.96655685424804
