Date,GRADE,GPS,SNA,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2002-04-12,46.016027049647086,A,19.589391708374023,19.51130828857422,19.340791130065917,19.372081089019776,19.20869293212891,18.89896432876587,16.76436248779297
2002-04-15,45.98702275987995,A,19.463085174560547,19.51130828857422,19.370645904541014,19.35284814834595,19.23782638549805,18.91717788696289,16.79262810230255
2002-04-16,45.997614176949725,A,19.56642723083496,19.5216423034668,19.42691078186035,19.341939830780028,19.271875610351564,18.93676675796509,16.82247441768646
2002-04-17,45.99929046772016,A,19.451595306396484,19.507863998413086,19.46997127532959,19.32873468399048,19.302260627746584,18.956631832122802,16.851270570755005
2002-04-18,45.95465868825826,P,19.08988380432129,19.43207664489746,19.455617141723632,19.31696424484253,19.332135238647464,18.970999355316163,16.87587809562683
2002-04-19,45.84823170294715,P,18.957841873168945,19.305766677856447,19.408537483215333,19.306055641174318,19.35595024108887,18.982223052978515,16.899517374038695
2002-04-22,45.662016326944304,P,18.54446601867676,19.122042846679687,19.31667556762695,19.293137359619145,19.3627222442627,18.991307411193848,16.921789803504943
2002-04-23,45.30512619340343,P,18.102388381958008,18.829235076904297,19.175438690185548,19.245197486877444,19.36031089782715,18.99198215484619,16.940087838172914
2002-04-24,44.97813983236449,P,18.274629592895508,18.5938419342041,19.050852966308593,19.197831630706787,19.355717964172367,18.984863319396972,16.959443101882936
2002-04-25,44.75247278432318,P,18.418153762817383,18.45949592590332,18.94578628540039,19.141279220581055,19.347565345764163,18.977698135375977,16.978843941688538
2002-04-26,44.56236667015474,B,18.36648941040039,18.34122543334961,18.823496055603027,19.082143592834473,19.336542015075686,18.969161586761473,16.99795844554901
2002-04-29,44.44265900337384,B,18.07368278503418,18.247068786621092,18.68455581665039,19.027600860595705,19.319662551879887,18.961856632232667,17.016700954437255
2002-04-30,44.5286008470915,B,18.18850326538086,18.264291763305664,18.54676342010498,18.986837100982665,19.31461017608643,18.959232769012452,17.036045575141905
2002-05-01,44.66502819314769,B,18.527244567871094,18.31481475830078,18.454328346252442,18.962149810791015,19.317940216064457,18.96005340576172,17.05377980709076
2002-05-02,44.78102416864277,B,18.6650333404541,18.364190673828126,18.411843299865723,18.93373022079468,19.31461006164551,18.95940273284912,17.071166930198668
2002-05-03,44.935180687773396,B,18.831541061401367,18.45720100402832,18.399213218688963,18.90387535095215,19.308179855346683,18.95956247329712,17.088854560852052
2002-05-06,45.05359861517619,B,18.555946350097656,18.553653717041016,18.400361251831054,18.858518409729005,19.29061134338379,18.953148345947266,17.105780282020568
2002-05-07,45.126891651649125,B,18.67078018188477,18.650109100341798,18.45720043182373,18.81631956100464,19.27109085083008,18.94674295425415,17.123532204627992
2002-05-08,45.17541317572059,C,18.96358871459961,18.7373779296875,18.52609634399414,18.78847465515137,19.25616352081299,18.94144226074219,17.143196148872377
2002-05-09,45.1695986726699,C,18.774126052856445,18.759196472167968,18.561693572998045,18.75373992919922,19.236068840026856,18.935842399597167,17.16238878726959
2002-05-10,45.02954196743178,C,18.303335189819336,18.65355529785156,18.55537815093994,18.689437103271484,19.207821578979495,18.924679889678956,17.179899487495423
2002-05-13,44.91680917994429,C,18.108123779296875,18.563990783691406,18.558822250366212,18.6216890335083,19.16866569519043,18.912135124206543,17.197414140701294
2002-05-14,44.845349284602854,B,18.458351135253903,18.521504974365236,18.585807037353515,18.56628522872925,19.14225551605225,18.903092632293703,17.216987953186035
2002-05-15,44.68613713920174,B,18.303335189819336,18.38945426940918,18.56341609954834,18.50887222290039,19.11090801239014,18.89312686920166,17.23727074146271
2002-05-16,44.595617902747534,B,18.32647132873535,18.29992332458496,18.529559898376466,18.470701599121092,19.081630706787113,18.882423667907716,17.256941184997558
2002-05-17,44.667587369857245,B,18.47109031677246,18.333474349975585,18.493514823913575,18.44636402130127,19.05455680847168,18.873793449401855,17.276578693389894
2002-05-20,44.73607057338891,B,18.176063537597656,18.34706230163574,18.455526542663574,18.427943897247314,19.022500877380374,18.863751487731932,17.29538507938385
2002-05-21,44.610869674900954,B,17.68434715270996,18.192261505126954,18.356883239746093,18.407041835784913,18.97475452423096,18.848792362213135,17.311816902160643
2002-05-22,44.594060912100495,B,17.956241607666016,18.12284278869629,18.256148529052734,18.39112243652344,18.93370929718018,18.837520942687988,17.329692201614378
2002-05-23,44.60424507066821,B,18.129783630371094,18.08350524902344,18.1917142868042,18.376703929901122,18.89705348968506,18.830891017913817,17.347926440238954
2002-05-24,44.563714797576125,B,18.06035423278809,18.001358032226562,18.167416191101076,18.361397171020506,18.85809051513672,18.822882995605468,17.3666615152359
