Date,GRADE,GPS,DE,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2001-08-02,45.11806043979444,A,13.444758415222168,13.36232852935791,13.153371715545655,12.937546586990356,12.41348476409912,12.35789101600647,12.688185038566589
2001-08-03,45.22053122574698,A,13.489492416381836,13.45114974975586,13.191393280029297,13.033238315582276,12.448654174804688,12.362434902191161,12.701421465873718
2001-08-06,45.17519721351136,A,13.21471118927002,13.41025333404541,13.20928497314453,13.096340322494507,12.478327960968018,12.363946866989135,12.709944939613342
2001-08-07,45.15625124422403,A,13.221108436584473,13.373829460144043,13.247944831848145,13.1659921169281,12.507748584747315,12.368806705474853,12.718205757141114
2001-08-08,45.07372135619369,A,12.98147201538086,13.270308494567871,13.251139450073243,13.196983671188354,12.536569499969483,12.378090944290161,12.724973793029784
2001-08-09,44.98335415706631,A,13.096505165100098,13.200657844543457,13.281493186950684,13.174459171295165,12.561147365570069,12.390135946273803,12.731924147605897
2001-08-10,44.94672830680796,A,13.582146644592283,13.219188690185547,13.335169219970703,13.182286596298217,12.59454870223999,12.411837120056152,12.741204476356506
2001-08-13,45.02056109251358,A,13.818581581115724,13.339962768554688,13.37510805130005,13.226218509674073,12.633695182800293,12.434765882492066,12.75088134765625
2001-08-14,45.011320439226374,A,13.380867958068848,13.371914672851563,13.372872066497802,13.23676233291626,12.659894409179687,12.451359634399415,12.759744553565978
2001-08-15,45.11476251644641,A,13.856927871704102,13.54700584411621,13.40865716934204,13.27302689552307,12.696250133514404,12.471220979690552,12.770398788452148
2001-08-16,45.22139068363362,A,13.86331558227539,13.70036792755127,13.450512886047363,13.301942300796508,12.731589965820312,12.492798118591308,12.781281385421753
