Date,GRADE,GPS,HSY,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1984-02-14,,,1.032111883163452,1.0106989979743957,1.0196925103664396,1.0530967563390732,1.0893276798725129,,
1984-02-15,,,1.032111883163452,1.023546767234802,1.0162663638591765,1.0503130465745927,1.08752898812294,,
1984-02-16,,,1.02782940864563,1.0286858558654786,1.0166946351528166,1.0458163529634477,1.084788111448288,,
1984-02-17,,,1.0149816274642944,1.0261162996292112,1.0158381283283233,1.0415337830781937,1.0817902791500091,,
1984-02-20,,,1.0149816274642944,1.0244032859802246,1.0145533502101896,1.0376794427633285,1.079049404859543,,
1984-02-21,,,1.0192642211914062,1.0218337535858155,1.0162663757801056,1.0346816271543502,1.0759659135341644,,
1984-02-22,,,1.0021339654922483,1.0158381700515746,1.0196924686431885,1.0308272987604141,1.0730537450313569,,
1984-02-23,,,0.99356871843338,1.0089860320091248,1.0188359439373016,1.0267588078975676,1.0703128862380982,,
1984-02-24,,,0.9892854690551758,1.0038468003273011,1.0149815499782562,1.0222620546817778,1.067143747806549,,
1984-02-27,,,1.0192642211914062,1.0047033190727235,1.014553302526474,1.0192642390727997,1.06500244140625,,
1984-02-28,,,1.0064162015914917,1.0021337151527405,1.011983734369278,1.015838122367859,1.0626898360252381,,
1984-02-29,,,1.0064162015914917,1.0029901623725892,1.009414166212082,1.0128402650356292,1.0602915692329407,,
1984-03-01,,,1.0235466957092283,1.0089857578277588,1.0089858949184418,1.0128402650356292,1.0586641669273376,,
1984-03-02,,,1.0149816274642944,1.0141249895095825,1.0089858949184418,1.0124120116233823,1.0570367693901062,,
1984-03-05,,,1.0064162015914917,1.0115553855895996,1.0081293523311614,1.0113413512706755,1.0552380633354188,,
1984-03-06,,,1.0021339654922483,1.0106989383697509,1.0064163267612458,1.0113413512706755,1.0527541518211365,,
1984-03-07,,,0.9978508949279784,1.0089858770370481,1.0059880197048188,1.0128402441740034,1.0504415345191955,,
1984-03-08,,,1.02782940864563,1.0098424196243285,1.0094140887260437,1.0141250163316724,1.0491567540168762,,
1984-03-09,,,1.02782940864563,1.0124119758605956,1.013268482685089,1.0141250163316724,1.0480432748794555,,
1984-03-12,,,1.0192642211914062,1.0149815797805786,1.013268482685089,1.0139108926057814,1.0467584919929505,,
1984-03-13,,,1.0235466957092283,1.0192641258239745,1.0149815320968627,1.0134826332330702,1.0459876227378846,,
1984-03-14,,,1.0149816274642944,1.0226902723312379,1.015838074684143,1.0126261204481124,1.0448741436004638,,
1984-03-15,,,1.0021339654922483,1.0175511837005615,1.013696801662445,1.0113413482904432,1.0428184866905212,,
1984-03-16,,,0.9978508949279784,1.011555480957031,1.0119837284088136,1.0104848116636274,1.04042023897171,,
1984-03-19,,,0.9892854690551758,1.005559730529785,1.0102706551551819,1.0092000037431714,1.0382789182662964,,
1984-03-20,,,0.9850028157234192,0.9978509545326233,1.008557540178299,1.0074869334697723,1.035880638360977,,
1984-03-21,,,0.976438045501709,0.9901422381401062,1.006416255235672,1.0062021374702455,1.033482369184494,,
1984-03-22,,,0.9850028157234192,0.9867160081863403,1.002133595943451,1.0057738423347473,1.031169764995575,,
