Date,GRADE,GPS,COST,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2003-09-29,47.608752954094804,C,21.060264587402344,21.375905227661132,21.373219680786132,21.392695426940918,21.729015502929688,22.980274829864502,21.79832046508789
2003-09-30,47.448448148299924,B,20.91924285888672,21.155633163452148,21.384635734558106,21.32621040344238,21.656889457702636,22.94636070251465,21.81144956588745
2003-10-01,47.42328003623205,B,21.69154167175293,21.195925903320312,21.43634605407715,21.29397554397583,21.596851463317872,22.922117233276367,21.82844016075134
2003-10-02,47.422107198552034,B,21.449779510498047,21.214728927612306,21.44910659790039,21.264426517486573,21.53976833343506,22.898948307037355,21.84284523963928
2003-10-03,47.50381456383496,B,21.664674758911133,21.357100677490234,21.427615547180174,21.26644096374512,21.482416648864746,22.877055168151855,21.859197826385497
2003-10-06,47.621874783830215,C,22.18849754333496,21.58274726867676,21.479326248168945,21.309084987640382,21.43070613861084,22.86926507949829,21.876054067611694
2003-10-07,47.79841142959836,C,22.389965057373047,21.876891708374025,21.516262435913085,21.386986255645752,21.38329357147217,22.86389253616333,21.893783302307128
2003-10-08,47.85593120927038,C,22.11463165283203,21.961509704589844,21.57871780395508,21.46152992248535,21.332523269653322,22.852543182373047,21.910135869979857
2003-10-09,47.9209223211493,C,22.154926300048828,22.1025390625,21.658633995056153,21.507196712493897,21.278798065185548,22.838037376403808,21.92350004196167
2003-10-10,47.96744549492242,C,22.07432746887207,22.184469604492186,21.77078514099121,21.556892299652098,21.227759170532227,22.8252774810791,21.939013118743897
2003-10-13,47.968178140169464,C,22.396678924560547,22.226105880737304,21.90442657470703,21.638823127746583,21.1792720413208,22.81574110031128,21.954996318817138
2003-10-14,47.993070654818496,C,22.47726821899414,22.243566513061523,22.060229110717774,21.72243242263794,21.225072708129883,22.799287719726564,21.96983787536621
2003-10-15,48.05015816650723,C,22.59143829345703,22.338927841186525,22.150218772888184,21.793282413482665,21.288871459960937,22.774372692108155,21.984410829544068
2003-10-16,48.120891582083736,A,22.685453414916992,22.445033264160156,22.27378616333008,21.861446380615234,21.35266990661621,22.755233097076417,21.995256595611572
2003-10-17,48.13858126225373,A,22.369823455810547,22.50413246154785,22.34430103302002,21.8859582901001,21.407603950500487,22.728773403167725,22.004423446655274
2003-10-20,48.13106116153767,A,22.46383476257324,22.51756362915039,22.371834754943848,21.925580501556396,21.46132911682129,22.702716636657716,22.014261894226074
2003-10-21,48.08629889649749,A,22.77276611328125,22.576663208007812,22.41011486053467,21.963188648223877,21.51317413330078,22.67954765319824,22.02406675338745
2003-10-22,48.05560484592402,A,22.752620697021484,22.608899688720705,22.473913764953615,22.026315784454347,21.561258239746095,22.655707244873046,22.03558409690857
2003-10-23,48.026661423472,A,22.87349319458008,22.64650764465332,22.54577045440674,22.102202224731446,21.604372673034668,22.63643335342407,22.048545274734497
2003-10-24,48.05058093326718,A,22.645172119140625,22.701577377319335,22.602854919433593,22.186820030212402,21.64157745361328,22.625822715759277,22.060801429748537
2003-10-27,48.09066011109735,A,22.766048431396484,22.762020111083984,22.639791870117186,22.27210922241211,21.68549789428711,22.618502693176268,22.073661966323854
2003-10-28,48.172175487361784,A,23.343585968017575,22.87618408203125,22.72642364501953,22.393326377868654,21.742849464416505,22.61689088821411,22.092062854766844
2003-10-29,48.26664855999436,A,23.71294593811035,23.068249130249022,22.838574409484863,22.494396591186522,21.807453994750976,22.617092361450194,22.1130827999115
2003-10-30,48.31654320706903,A,23.451040267944336,23.183758544921876,22.9151330947876,22.59445962905884,21.86359676361084,22.61286159515381,22.130912828445435
2003-10-31,48.413306502243636,A,23.806978225708008,23.41611976623535,23.058848571777343,22.70157480239868,21.92484355926514,22.616756744384766,22.152906608581542
2003-11-03,48.46549868663015,A,23.625646591186523,23.58803939819336,23.175029754638672,22.77343225479126,21.974942207336426,22.61346607208252,22.17443021774292
2003-11-04,48.440629420210136,A,23.699520111083984,23.65922622680664,23.267705154418945,22.838910007476805,22.024235076904297,22.610041103363038,22.19484580039978
