Date,GRADE,GPS,CF,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2005-11-07,,,1.9186745882034304,1.9107326507568358,1.897827935218811,1.8211802661418914,2.031128339767456,,
2005-11-08,,,1.917255163192749,1.908463430404663,1.902365779876709,1.830894136428833,2.021173348426819,,
2005-11-09,,,1.9215160608291624,1.9087485074996948,1.908889603614807,1.8423100531101226,2.0119842410087587,,
2005-11-10,,,1.9527602195739744,1.9220889329910278,1.9198140978813172,1.8598260641098023,2.0049515748023987,,
2005-11-11,,,1.993945956230164,1.940830397605896,1.9298938751220702,1.871885484457016,1.9992531156539917,,
2005-11-14,,,1.9982054233551023,1.9567365646362305,1.9337346076965332,1.8852923274040223,1.9936398458480835,,
2005-11-15,,,2.096199750900269,1.9925254821777343,1.9504944562911988,1.9050169825553893,1.9890505218505858,,
2005-11-16,,,2.154427528381348,2.039107775688172,1.9739281415939331,1.926518577337265,1.9862213563919067,,
2005-11-17,,,2.24389910697937,2.097335553169251,2.009712243080139,1.9478140652179718,1.9848129367828369,,
2005-11-18,,,2.2169156074523926,2.141929483413697,2.0413799405097963,1.9667677104473114,1.982155785560608,,
2005-11-21,,,2.246738910675049,2.191636180877686,2.074186372756958,1.9860071539878845,1.9814564752578736,,
2005-11-22,,,2.2339584827423096,2.219187927246094,2.105856704711914,2.0041112422943117,1.9810971546173095,,
2005-11-23,,,2.201293706893921,2.2285611629486084,2.1338344693183897,2.0213620364665985,1.9805383205413818,,
2005-11-24,,,2.201293706893921,2.2200400829315186,2.1586878180503843,2.0392509579658507,1.981737904548645,,
2005-11-25,,,2.218335628509521,2.220324087142944,2.1811267852783205,2.055510330200195,1.9826543712615967,,
2005-11-28,,,2.1998729705810547,2.2109508991241453,2.2012935400009157,2.0675140738487245,1.9826910829544067,,
2005-11-29,,,2.201293706893921,2.2044179439544678,2.211802935600281,2.08114869594574,1.9819053649902343,,
2005-11-30,,,2.194192886352539,2.2029977798461915,2.2157794713973997,2.0948538064956663,1.9832465696334838,,
2005-12-01,,,2.168628454208374,2.196464729309082,2.2082524061203004,2.1089823246002197,1.9854662084579469,,
2005-12-02,,,2.205554246902466,2.193908452987671,2.2071162700653075,2.1242481052875517,1.9853612995147705,,
2005-12-05,,,2.221176624298096,2.1981691837310793,2.2045600414276123,2.139373207092285,1.9858240842819215,,
2005-12-06,,,2.246738910675049,2.2072582244873047,2.2058380842208862,2.1558473944664,1.986911563873291,,
2005-12-07,,,2.218335628509521,2.2120867729187013,2.2075422763824464,2.1706883728504183,1.9883101892471313,,
2005-12-08,,,2.1473259925842285,2.207826280593872,2.202145504951477,2.1804166615009306,1.9887140560150147,,
2005-12-09,,,2.154427528381348,2.1976009368896485,2.1957546949386595,2.18844074010849,1.9897988080978393,,
2005-12-12,,,2.1459062099456787,2.182546854019165,2.190358018875122,2.1958257794380187,1.9915923595428466,,
2005-12-13,,,2.114662408828736,2.156131553649902,2.1816948890686034,2.196748912334442,1.9939806056022644,,
2005-12-14,,,2.10188102722168,2.132840633392334,2.172463703155518,2.194121587276459,1.998722493648529,,
2005-12-15,,,2.126024007797241,2.1285802364349364,2.1682032585144047,2.1882278323173527,2.003209853172302,,
2005-12-16,,,2.1444854736328125,2.1265918254852294,2.1620963811874394,2.1846063256263735,2.0078111696243286,,
2005-12-19,,,2.1657888889312744,2.1305683612823487,2.156557607650757,2.180558824539185,2.015532910823822,,
2005-12-20,,,2.126024007797241,2.1328406810760496,2.1444861173629763,2.1751621007919315,2.0235938358306886,,
2005-12-21,,,2.096199750900269,2.1317044258117677,2.132272529602051,2.1699074029922487,2.0316538763046266,,
2005-12-22,,,2.17857027053833,2.1422136783599854,2.1353969573974614,2.1687712311744693,2.043176481723785,,
2005-12-23,,,2.1629483699798584,2.1459062576293944,2.1362490415573125,2.166001868247986,2.0513802981376648,,
2005-12-26,,,2.1629483699798584,2.1453381538391114,2.1379532575607305,2.1641556382179266,2.0600378942489623,,
2005-12-27,,,2.17288875579834,2.154711103439331,2.1437758922576906,2.1627353906631472,2.069461536407471,,
2005-12-28,,,2.1657888889312744,2.1686289310455322,2.1501666784286497,2.161315190792084,2.0782894015312197,2.125088608264923,
2005-12-29,,,2.1771512031555176,2.1683451175689696,2.1552793979644775,2.161741328239441,2.0854726386070253,2.123887083530426,
2005-12-30,,,2.1657888889312744,2.168913221359253,2.157409739494324,2.159753060340882,2.0920315623283385,2.1201186394691467,
2006-01-02,,,2.1657888889312744,2.169481325149536,2.157409739494324,2.1569836735725407,2.098108339309692,2.1172436046600343,
2006-01-03,,,2.17288875579834,2.169481325149536,2.1620962142944338,2.1532911658287053,2.1041285800933838,2.114652273654938,
2006-01-04,,,2.2098143100738525,2.178286409378052,2.173457670211792,2.1528650999069217,2.1111993098258974,2.112855620384216,
2006-01-05,,,2.2936062812805176,2.2015774250030518,2.184961271286011,2.1601791143417364,2.12020112991333,2.112605936527252,
2006-01-06,,,2.275143623352051,2.223448371887207,2.19618079662323,2.1662149190902715,2.1278410387039184,2.111817100048065,
2006-01-09,,,2.329111337661743,2.2561128616333006,2.2127970933914183,2.1753751754760744,2.135227303504944,2.1110007095336916,
2006-01-10,,,2.336211919784546,2.288777494430542,2.229129409790039,2.1864526510238647,2.1433795166015623,2.109461190700531,
2006-01-11,,,2.313488483428955,2.3095123291015627,2.243899369239807,2.1970330238342286,2.1512474727630617,2.107779529094696,
