Date,GRADE,GPS,CPB,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1984-02-14,,,1.2353490591049194,1.2544767141342164,1.2837003231048585,1.296850860118866,1.3028283429145813,,
1984-02-15,,,1.264573097229004,1.251288890838623,1.2765273809432984,1.2948583960533142,1.3026689624786376,,
1984-02-16,,,1.2698849439620972,1.251288890838623,1.2714795827865601,1.2932644128799438,1.3020313692092895,,
1984-02-17,,,1.2619158029556274,1.2528829336166383,1.2664318799972534,1.2907405614852905,1.3009155678749085,,
1984-02-20,,,1.2619158029556274,1.258727741241455,1.2627125263214112,1.2892793834209442,1.299906027317047,,
1984-02-21,,,1.2486324310302734,1.261384415626526,1.2579305648803711,1.2863570690155028,1.2988964891433716,,
1984-02-22,,,1.251288890838623,1.2587275743484496,1.2550082325935363,1.2837003946304322,1.2978338193893433,,
1984-02-23,,,1.2486324310302734,1.254477071762085,1.252882981300354,1.280512374639511,1.2966648936271667,,
1984-02-24,,,1.267228603363037,1.255539631843567,1.2542112827301026,1.2781213581562043,1.295708487033844,,
1984-02-27,,,1.2539455890655518,1.2539455890655518,1.2563366651535035,1.2751989960670471,1.293848810195923,,
1984-02-28,,,1.2433189153671265,1.2528828859329224,1.2571336507797242,1.2704169869422912,1.2916172099113465,,
1984-02-29,,,1.2566028833389282,1.2539456844329835,1.2563366293907166,1.2664320051670075,1.289863817691803,,
1984-03-01,,,1.2539455890655518,1.2550083160400392,1.254742693901062,1.263111138343811,1.288216679096222,,
1984-03-02,,,1.2698849439620972,1.2555395841598511,1.255539608001709,1.2609857439994812,1.2869414591789246,,
1984-03-05,,,1.267228603363037,1.258196187019348,1.25607088804245,1.2593917071819305,1.285613112449646,,
1984-03-06,,,1.2592589855194092,1.2613842010498046,1.2571335434913635,1.2575320541858672,1.284072241783142,,
1984-03-07,,,1.2539455890655518,1.2608527421951294,1.2573992133140564,1.2562037229537963,1.2827970361709595,,
1984-03-08,,,1.238005757331848,1.2576647758483888,1.256336545944214,1.254609763622284,1.2814155769348146,,
1984-03-09,,,1.2406623363494873,1.2518202543258667,1.253679919242859,1.2539456009864807,1.2802997827529907,,
1984-03-12,,,1.2592589855194092,1.250226330757141,1.2542112588882446,1.255273962020874,1.2795559215545653,,
1984-03-13,,,1.2884825468063354,1.2560710430145263,1.2587276220321655,1.2579306364059448,1.27918399810791,,
1984-03-14,,,1.2858246564865112,1.2624468564987184,1.2616497993469238,1.2589932143688203,1.2788651990890503,,
1984-03-15,,,1.2991093397140503,1.2746675729751586,1.2661661744117736,1.260454434156418,1.2784932684898376,,
1984-03-16,,,1.3070787191390991,1.2879508495330811,1.2698855519294738,1.2627125799655914,1.2780681896209716,,
1984-03-19,,,1.3123928308486938,1.298577618598938,1.2744019746780395,1.2652364313602447,1.2780681896209716,,
1984-03-20,,,1.3283326625823977,1.3065476417541504,1.2813093423843385,1.269221442937851,1.2792902708053588,,
1984-03-21,,,1.3177058696746826,1.3129238843917848,1.2876853704452516,1.2725422918796538,1.2802998161315917,,
